sentence_id,word - id,word - ref,word - form,word - head,word - relation,word - lemma,word - postag,Didakta tags,Primary translation,Literal translation,Secondary translation,,word - gloss,word - sem,word - artificial,word - insertion_id
60,16,Leuven|0059-003|60|16,δὲ,0,COORD,δέ,d--------,,و,و,و,,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",,,
60,17,Leuven|0059-003|60|17,καὶ,19,AuxY,καί,b--------,,نیز,نیز,البته,,"1: en | ook, zelfs",,,
60,18,Leuven|0059-003|60|18,Κέβης,19,SBJ_CO,Κέβης,n-s---mn-,,کِبِس,کِبِس,کبس,,,,,
60,19,Leuven|0059-003|60|19,καὶ,24,COORD,καί,b--------,,و,و,و,,"1: en | ook, zelfs",,,
60,20,Leuven|0059-003|60|20,ἄλλοι,19,SBJ_CO,ἄλλος,p-p---mn-,,دیگر,دیگر,افراد دیگر,,1: ander,,,
60,21,Leuven|0059-003|60|21,πολλοὶ,20,ATR,πολύς,a-p---mn-,,بسیاری,بسیاری,بسیاری,,1: talrijk,,,
60,22,Leuven|0059-003|60|22,πάνυ,21,ADV,πάνυ,d--------,,جملگی,همگی,همگی,,"1: zeer, heel",,,
60,23,Leuven|0059-003|60|23,.,0,AuxK,.,u--------,,,,,,1: ,,,
60,24,Leuven|0059-003|60|24,[0],16,PRED_CO,,,,,,,,,,elliptic,0023e
61,1,Leuven|0059-003|61|1,ὥστε,13,AuxY,ὥστε,c--------,,پس,پس,بنابراین,,1: zodat | zoals,,,
61,2,Leuven|0059-003|61|2,",",0,AuxX,",",u--------,,,,,,1: ,,,
61,3,Leuven|0059-003|61|3,ὅπερ,4,OBJ,ὅς,p-s---na-,,چنان‌که,همان‌طور که,همان‌گونه که,,"1: die, dat",,,
61,4,Leuven|0059-003|61|4,λέγω,9,ExD,λέγω,v1spia---,,می‌گویم,می‌گویم,می‌گویم,,"1: spreken, zeggen | verzamelen",,,
61,5,Leuven|0059-003|61|5,",",0,AuxX,",",u--------,,,,,,1: ,,,
61,6,Leuven|0059-003|61|6,μήτε,9,AuxZ,μήτε,c--------,,مشو,مکن,مکن,,and not,,,
61,7,Leuven|0059-003|61|7,ταῦτα,8,OBJ,οὗτος,p-p---na-,, این,از این‌ها,این‌ها,,1: die (daar),,,
61,8,Leuven|0059-003|61|8,φοβούμενος,9,ADV,φοβέω,v-sppemn-,,از ترس,هراسیده,از ترس,,put to flight,oorzaak/reden,,
61,9,Leuven|0059-003|61|9,ἀποκάμῃς,13,ADV_CO,ἀποκάμνω,v2sasa---,,منصرف مشو,صرف نظر مکن,در تردید مکن,,"grow quite weary, fail, flag utterly",gevolg,,
61,10,Leuven|0059-003|61|10,σαυτὸν,11,OBJ,σεαυτοῦ,p2s---ma-,,خود,خویش,خودت,,1: jezelf,,,
61,11,Leuven|0059-003|61|11,σῶσαι,9,OBJ,σῴζω,v--ana---,,از نجات,از نجات,نجات,,1: redden,,,
61,12,Leuven|0059-003|61|12,",",0,AuxX,",",u--------,,,,,,1: ,,,
61,13,Leuven|0059-003|61|13,μήτε,0,COORD,μήτε,c--------,,,نباشد,,,and not,,,
61,14,Leuven|0059-003|61|14,",",0,AuxX,",",u--------,,,,,,1: ,,,
61,15,Leuven|0059-003|61|15,ὃ,16,OBJ,ὅς,p-s---na-,, از آنچه ,آن‌گونه که, از آنچه که ,,"1: die, dat",,,
61,16,Leuven|0059-003|61|16,ἔλεγες,23,ExD,λέγω,v2siia---,,گفتی,گفتی,گفته‌ای,,"1: spreken, zeggen | verzamelen",,,
61,17,Leuven|0059-003|61|17,ἐν,16,AuxP,ἐν,r--------,,در,در,در,,"1: in, binnenin, temidden van",,,
61,18,Leuven|0059-003|61|18,τῷ,19,ATR,ὁ,l-s---nd-,,,,,,1: ,,,
61,19,Leuven|0059-003|61|19,δικαστηρίῳ,17,ADV,δικαστήριον,n-s---nd-,,دادگاه,محکمه,دادگاه,,court of justice,plaats,,
61,20,Leuven|0059-003|61|20,",",0,AuxX,",",u--------,,,,,,1: ,,,
61,21,Leuven|0059-003|61|21,δυσχερές,23,PNOM,δυσχερής,a-s---nn-,,مشوش,پریشانی‌خاطر,آشفته,,hard to take in hand or manage,,,
61,22,Leuven|0059-003|61|22,σοι,23,ADV,σύ,p2s---cd-,,مباش,تو را,مباش,,"1: jij, u",benadeelde,,
61,23,Leuven|0059-003|61|23,γενέσθω,13,ADV_CO,γίγνομαι,v3samm---,,مباش,نباشد,مباش,,"1: ontstaan, ter wereld komen | gebeuren, worden",gevolg,,
61,24,Leuven|0059-003|61|24,ὅτι,23,AuxC,ὅτι,c--------,,که,چون ,که,,"1: omdat, dat",,,
61,25,Leuven|0059-003|61|25,οὐκ,27,AuxZ,οὐ,d--------,,نخواهی دانست,ندانی,ندانی,,1: niet,,,
61,26,Leuven|0059-003|61|26,ἂν,27,AuxY,ἄν,d--------,,نخواهی دانست,ندانی,ندانی,,1: ,,,
61,27,Leuven|0059-003|61|27,ἔχοις,24,SBJ,ἔχω,v2spoa---,,نخواهی دانست,ندانی,ندانی,,"1: hebben, houden | iets zijn | zich vastklampen",,,
61,28,Leuven|0059-003|61|28,ἐξελθὼν,27,ADV,ἐξέρχομαι,v-sapamn-,partic2.,از اینجا بروی,از اینجا بیرون بروی,بیرون رفتن از اینجا,,1: buiten gaan | verlopen; aflopen,tijd,,
61,29,Leuven|0059-003|61|29,ὅτι,30,ADV,ὅστις,p-s---na-,,,که,که,,"1: (veralgemenend) om het even wie, iedereen die | (indirect vragend) wie",,,
61,30,Leuven|0059-003|61|30,χρῷο,27,OBJ,χράω,v2spoe---,,چه کنی,چه کنی,مشغول بداری,,"fall upon, attack, assail",,,
61,31,Leuven|0059-003|61|31,σαυτῷ,30,OBJ,σεαυτοῦ,p2s---md-,,با خود ,با خود ,خود را,,1: jezelf,,,
61,32,Leuven|0059-003|61|32,·,0,AuxK,·,u--------,,,,,,1: ,,,
62,1,Leuven|0059-003|62|1,πολλαχοῦ,4,ADV_CO,πολλαχοῦ,d--------,,در بسیاری جاها,در بسیاری جاها,در بسیاری جاها,,in many places,,,
62,2,Leuven|0059-003|62|2,μὲν,9,AuxY,μέν,d--------,,,,,,1: wel...,,,
62,3,Leuven|0059-003|62|3,γὰρ,9,AuxY,γάρ,d--------,,زیرا,چرا که,چرا که,,"1: want, immers, namelijk | (in levendige vragen) toch, dan?",,,
62,4,Leuven|0059-003|62|4,καὶ,9,COORD,καί,b--------,,,,,,"1: en | ook, zelfs",,,
62,5,Leuven|0059-003|62|5,ἄλλοσε,4,ADV_CO,ἄλλοτε,d--------,,هر گاه,هر گاه,هر گاه,,at another time,,,
62,6,Leuven|0059-003|62|6,ὅποι,8,ADV,ὅποι,d--------,,به هر کجای,به هر کجا,به هر کجا,,"to which place, whither",,,
62,7,Leuven|0059-003|62|7,ἂν,8,AuxY,ἄν,d--------,,رفته باشی,بروی,بروی,,1: ,,,
62,8,Leuven|0059-003|62|8,ἀφίκῃ,5,ATR,ἀφικνέομαι,v2sasm---,Aor12. Subj7. Mid4.,رفته باشی,بروی,,,"arrive at, come to, reach:",,,
62,9,Leuven|0059-003|62|9,ἀγαπήσουσί,0,PRED,ἀγαπάω,v3pfia---,Fut1. Ind1. Act1.,با آغوش باز پذیرای خواهند بود,خوشامد خواهند گفت, استقبال خواهند کرد,,greet with affection,,,
62,10,Leuven|0059-003|62|10,σε,9,OBJ,σύ,p2s---ca-,Acc1.,تو,تو را ,از تو,,"1: jij, u",,,
62,11,Leuven|0059-003|62|11,·,0,AuxK,·,u--------,,,,,,1: ,,,
63,1,Leuven|0059-003|63|1,ἐὰν,8,AuxC,ἐάν,c--------,,اگر,اگر,اگر,,"if haply, if",,,
63,2,Leuven|0059-003|63|2,δὲ,8,AuxY,δέ,d--------,,و,و,و,,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",,,
63,3,Leuven|0059-003|63|3,βούλῃ,1,ADV,βούλομαι,v2spse---,Pres6. Subj7. Mid5.,عزم رفتن کنی,قصد داشته باشی,قصد داشته باشی,,"1: willen, wensen",voorwaarde,,
63,4,Leuven|0059-003|63|4,εἰς,6,AuxP,εἰς,r--------,,به سوی,سوی,سوی,,1: naar binnen | in | tot aan; tegen,,,
63,5,Leuven|0059-003|63|5,Θετταλίαν,4,OBJ,Θεσσαλία,n-s---fa-,Governed by Preposition,تسالی,تسالی را,تسالی,,,richting,,
63,6,Leuven|0059-003|63|6,ἰέναι,3,OBJ,ἔρχομαι,v--pna---,Dynamic Inf. Pres6. Act1.,رفتن,رفتن,بروی,,"1: gaan, komen",,,
63,7,Leuven|0059-003|63|7,",",0,AuxX,",",u--------,,,,,,1: ,,,
63,8,Leuven|0059-003|63|8,εἰσὶν,0,PRED,εἰμί,v3ppia---,Pres1. Ind1. Act1.,است,است,است,,1: gaan,,,
63,9,Leuven|0059-003|63|9,ἐμοὶ,8,PNOM,ἐγώ,p1s---cd-,Dat2.,مرا,مرا,مرا,,1: ik,possessor,,
63,10,Leuven|0059-003|63|10,ἐκεῖ,8,ADV,ἐκεῖ,d--------,,آنجا,در آنجا,در آنجا,,1: daar,,,
63,11,Leuven|0059-003|63|11,ξένοι,8,SBJ,ξένος,a-p---mn-,Nom1.,یارانی,کسنوس‌هایی,برون‌یارانی,,"1: uitheems, vreemd",,,
63,12,Leuven|0059-003|63|12,οἵ,17,SBJ,ὅς,p-p---mn-,Nom1. ,که ,که ,که ,,"1: die, dat",,,
63,13,Leuven|0059-003|63|13,σε,16,OBJ,σύ,p2s---ca-,Acc1.,تو را,تو را,تو را,,"1: jij, u",,,
63,14,Leuven|0059-003|63|14,περὶ,16,AuxP,περί,r--------,Preverb,بسی ارج نهاده,ارزش بسیار قائل خواهند شد,بسی والا برشمرده,,"1: aangaande, over; ομ | om...heen, omstreeks; met betrekking tot",,,
63,15,Leuven|0059-003|63|15,πολλοῦ,14,ADV,πολύς,a-s---ng-,Gen9. Smyth 1373,بسی ارج نهاده,ارزش بسیار قائل خواهند شد,بسی والا برشمرده,,1: talrijk,waarde,,
63,16,Leuven|0059-003|63|16,ποιήσονται,17,ATR_CO,ποιέω,v3pfim---,Fut1. Ind1. Mid1.,بسی ارج نهاده,ارزش بسیار قائل خواهند شد,بسی والا برشمرده,,"1: maken, doen, handelen | dichten | doen",,,
63,17,Leuven|0059-003|63|17,καὶ,11,COORD,καί,b--------,,و,و ,و,,"1: en | ook, zelfs",,,
63,18,Leuven|0059-003|63|18,ἀσφάλειάν,20,OBJ,ἀσφάλεια,n-s---fa-,Acc1.,امنیتت را فراهم خواهند کرد,پناهی,محافظت خواهند نمود,,security against stumbling or falling,,,
63,19,Leuven|0059-003|63|19,σοι,20,OBJ,σύ,p2s---cd-,Dat3.,امنیتت را فراهم خواهند کرد,برای تو,از تو ,,"1: jij, u",,,
63,20,Leuven|0059-003|63|20,παρέξονται,17,ATR_CO,παρέχω,v3pfim---,Fut1. Ind1. Mid1. ? ,امنیتت را فراهم خواهند کرد,مهیا خواهند نمود,محافظت خواهند نمود,,"1: verschaffen, aanbieden | veroorzaken | maken tot, tonen als",,,
63,21,Leuven|0059-003|63|21,",",0,AuxX,",",u--------,,,,,,1: ,,,
63,22,Leuven|0059-003|63|22,ὥστε,17,AuxC,ὥστε,c--------,,تا ,به طوری که ,تا ,,1: zodat | zoals,,,
63,23,Leuven|0059-003|63|23,σε,25,OBJ,σύ,p2s---ca-,Acc1.,به تو,به تو,به تو,,"1: jij, u",,,
63,24,Leuven|0059-003|63|24,μηδένα,25,SBJ,μηδείς,p-s---ma-,,هیچکس,هیچکس,هیچکس,,"1: niemand, niets",,,
63,25,Leuven|0059-003|63|25,λυπεῖν,22,ADV,λυπέω,v--pna---,Inf Dynamic,آسیبی نرساند,آزاری نرساند,آسیبی نرساند,,"grieve, vex",gevolg,,
63,26,Leuven|0059-003|63|26,τῶν,30,ATR,ὁ,l-p---mg-,Gen2. (might argue Gen17.) Art3.,,از آنانِ,,,1: ,,,
63,27,Leuven|0059-003|63|27,κατὰ,30,AuxP,κατά,r--------,,در,در,در,,"1: van... naar beneden; volgend, met... mee; volgens; ten tijde van | neervallend van; tegen",,,
63,28,Leuven|0059-003|63|28,Θετταλίαν,27,ATR,Θεσσαλία,n-s---fa-,Governed by Preposition,تسالی,تسالی,تسالی,,,plaats,,
63,29,Leuven|0059-003|63|29,.,10,AuxK,.,u--------,,,,,,1: ,,,
63,30,|0059-003|63|30,[0],24,ATR,,,,,,,,,geheel,elliptic,0028e
64,1,Leuven|0059-003|63|29,ἔτι,10,ADV,ἔτι,d--------,,افزون بر این,به علاوه,نیز,,1: nog,,,
64,2,Leuven|0059-003|63|30,δέ,10,AuxY,δέ,d--------,,,,و,,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",,,
64,3,Leuven|0059-003|63|31,",",0,AuxX,",",u--------,,,,,,1: ,,,
64,4,Leuven|0059-003|63|32,ὦ,5,AuxZ,ὦ,i--------,,ای,ای,ای,,1: (blijft onvertaald),,,
64,5,Leuven|0059-003|63|33,Σώκρατες,10,ExD,Σωκράτης,n-s---mv-,Voc1.,سقراط,سقراط,سقراط,,,,,
64,6,Leuven|0059-003|63|34,",",0,AuxX,",",u--------,,,,,,1: ,,,
64,7,Leuven|0059-003|63|35,οὐδὲ,8,AuxZ,οὐδέ,c--------,,نیست,نمی‌رسد,نیست,,"1: en niet, zelfs niet, en ook niet",,,
64,8,Leuven|0059-003|63|36,δίκαιόν,12,ATR,δίκαιος,a-s---na-,Agreement,عادلانه,دادگرانه,درست,,1: rechtvaardig,,,
64,9,Leuven|0059-003|63|37,μοι,10,OBJ,ἐγώ,p1s---cd-,Dat14.,من,من,می‌کنم,,1: ik,,,
64,10,Leuven|0059-003|63|38,δοκεῖς,20,PRED_CO,δοκέω,v2spia---,Pres1. Indic1. Act1.,به نظر نیست,به نظر نمی‌رسد,گمان می‌کنم,,"1: menen, geloven, zich verbeelden | beslissen | lijken, beschouwd worden als, doorgaan voor | het lijkt iemand; iemand beslist",,,
64,11,Leuven|0059-003|63|39,ἐπιχειρεῖν,10,OBJ,ἐπιχειρέω,v--pna---,Inf dynamic,اقدام به,دست زدن,اهتمام‌ به,,put one`s hand to,,,
64,12,Leuven|0059-003|63|40,πρᾶγμα,11,OBJ,πρᾶγμα,n-s---na-,Acc3.,این امر,به این کار, چنین اقدامی,,1: ding,,,
64,13,Leuven|0059-003|63|41,",",0,AuxX,",",u--------,,,,,,1: ,,,
64,14,Leuven|0059-003|63|42,σαυτὸν,15,OBJ,σεαυτοῦ,p2s---ma-,Acc1.,خود را,خود را,خود را,,1: jezelf,,,
64,15,Leuven|0059-003|63|43,προδοῦναι,12,APOS,προδίδωμι,v--ana---,Inf1., تسلیم کنی, تسلیم کنی,وا نهی,,"1: verraden, uit verraad overleveren",,,
64,16,Leuven|0059-003|63|44,",",0,AuxX,",",u--------,,,,,,1: ,,,
64,17,Leuven|0059-003|63|45,ἐξὸν,15,ADV,ἔξεστι,v-sppana-,Partic4. Pres1. Act1.,ممکن است,امکان‌پذیر بوده, امکان‌پذیر است,,1: het is geoorloofd | het is mogelijk,toegeving,,
64,18,Leuven|0059-003|63|46,σωθῆναι,17,SBJ,σῴζω,v--anp---,dynamic inf Pass1.,نجات‌یافتن,نجات یافتن,رهایی,,1: redden,,,
64,19,Leuven|0059-003|63|47,",",0,AuxX,",",u--------,,,,,,1: ,,,
64,20,Leuven|0059-003|63|48,καὶ,0,COORD,καί,b--------,,و,و,و ,,"1: en | ook, zelfs",,,
64,21,Leuven|0059-003|63|49,τοιαῦτα,25,SBJ,τοιοῦτος,p-p---na-,,همان چیزی را,همان چیز,چیزی,,"1: zulke, zo´n, van die aard",,,
64,22,Leuven|0059-003|63|50,σπεύδεις,20,PRED_CO,σπεύδω,v2spia---,Pres1. Indic1. Act1.,اصرار کنی,بر پای می‌فشاری,شتاب می‌کنی,,"set going, urge on, hasten",,,
64,23,Leuven|0059-003|63|51,περὶ,25,AuxP,περί,r--------,,بر سر بیاوری,بهر,برای,,"1: aangaande, over; ομ | om...heen, omstreeks; met betrekking tot",,,
64,24,Leuven|0059-003|63|52,σαυτὸν,23,ADV,σεαυτοῦ,p2s---ma-,Governed by Preposition,خود,خویشتن,خود,,1: jezelf,betrekking,,
64,25,Leuven|0059-003|63|53,γενέσθαι,22,OBJ,γίγνομαι,v--anm---,,بر سر بیاوری,واقع شدن,بر محقق شدن,,"1: ontstaan, ter wereld komen | gebeuren, worden",,,
64,26,Leuven|0059-003|63|54,ἅπερ,34,OBJ,ὅσπερ,p-p---na-,,که,که,که,,"the very man who, the very thing which",,,
64,27,Leuven|0059-003|63|55,ἂν,32,AuxY,ἄν,d--------,,اصرار دارند,پای ‌بفشرند,تعجیل می‌کنند,,1: ,,,
64,28,Leuven|0059-003|63|56,καὶ,30,AuxZ,καί,b--------,,,,,,"1: en | ook, zelfs",,,
64,29,Leuven|0059-003|63|57,οἱ,30,ATR,ὁ,l-p---mn-,,,,,,1: ,,,
64,30,Leuven|0059-003|63|58,ἐχθροί,34,SBJ,ἐχθρός,n-p---mn-,,دشمنان,دشمنان,دشمنان,,1: vijandig,,,
64,31,Leuven|0059-003|63|59,σου,30,ATR,σύ,p2s---cg-,Gen1.,تو,تو,تو,,"1: jij, u",bezitter,,
64,32,Leuven|0059-003|63|60,σπεύσαιέν,34,ATR_CO,σπεύδω,v3paoa---,Aor12. Opt. Act1.,اصرار دارند,پای ‌بفشرند,تعجیل می‌کنند,,"set going, urge on, hasten",,,
64,33,Leuven|0059-003|63|61,τε,34,AuxY,τε,c--------,,و,و,و,,1: en,,,
64,34,Leuven|0059-003|63|62,καὶ,21,COORD,καί,b--------,,,نیز,نیز,,"1: en | ook, zelfs",,,
64,35,Leuven|0059-003|63|63,ἔσπευσαν,34,ATR_CO,σπεύδω,v3paia---,,مصر بودند,پای می‌فشردند,تعجیل کردند,,"set going, urge on, hasten",,,
64,36,Leuven|0059-003|63|64,σὲ,37,OBJ,σύ,p2s---ca-,Acc1.,تو,تو,تو,,"1: jij, u",,,
64,37,Leuven|0059-003|63|65,διαφθεῖραι,38,OBJ,διαφθείρω,v--ana---,, نابودی,هلاک شدن, نابودی,,"1: verwoesten, vernietigen | corrumperen",,,
64,38,Leuven|0059-003|63|66,βουλόμενοι,34,ADV,βούλομαι,v-pppemn-,,در آرزوی,خواستاران,به قصد,,"1: willen, wensen",tijd,,
64,39,Leuven|0059-003|63|67,.,0,AuxK,.,u--------,,,,,,1: ,,,
65,1,Leuven|0059-003|64|1,πρὸς,10,AuxP,πρός,r--------,,علاوه ,افزون ,به علاوه,,"1: vanwege, van de kant van | bij | naar, tegen; met betrekking tot",,,
65,2,Leuven|0059-003|64|2,δὲ,10,AuxY,δέ,d--------,,,,,,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",,,
65,3,Leuven|0059-003|64|3,τούτοις,1,ADV,οὗτος,p-p---nd-,,بر این,بر این,به علاوه,,1: die (daar),begeleiding,,
65,4,Leuven|0059-003|64|4,καὶ,6,AuxZ,καί,b--------,,,حتی,,,"1: en | ook, zelfs",,,
65,5,Leuven|0059-003|64|5,τοὺς,6,ATR,ὁ,l-p---ma-,,,,,,1: ,,,
65,6,Leuven|0059-003|64|6,ὑεῖς,11,OBJ,υἱός,n-p---ma-,,به فرزندان,فرزندان را, فرزندان را,,1: zoon,,,
65,7,Leuven|0059-003|64|7,τοὺς,6,ATR,ὁ,l-p---ma-,,خودت,خودت,خودت,,1: ,,,
65,8,Leuven|0059-003|64|8,σαυτοῦ,6,ATR,σεαυτοῦ,p2s---mg-,,خودت,خودت,خودت,,1: jezelf,bezitter,,
65,9,Leuven|0059-003|64|9,ἔμοιγε,10,OBJ,ἐγώ,p1s---cd-,Dat14.,فکر می‌کنم,نظرم,من,,1: ik,,,
65,10,Leuven|0059-003|64|10,δοκεῖς,23,PRED_CO,δοκέω,v2spia---,,فکر می‌کنم,به نظرم می‌رسد,به نظر,,"1: menen, geloven, zich verbeelden | beslissen | lijken, beschouwd worden als, doorgaan voor | het lijkt iemand; iemand beslist",,,
65,11,Leuven|0059-003|64|11,προδιδόναι,10,OBJ,προδίδωμι,v--pna---,,خیانت می‌کنی,رها می‌کنی,وا می‌گذاری,,"1: verraden, uit verraad overleveren",,,
65,12,Leuven|0059-003|64|12,",",0,AuxX,",",u--------,,,,,,1: ,,,
65,13,Leuven|0059-003|64|13,οὕς,18,OBJ,ὅς,p-p---ma-,,که وقتی,در حالی که,که گرچه,,"1: die, dat",,,
65,14,Leuven|0059-003|64|14,σοι,15,OBJ,σύ,p2s---cd-,Dat1.,امکان داری,برای تو,امکان داری,,"1: jij, u",,,
65,15,Leuven|0059-003|64|15,ἐξὸν,20,ADV,ἔξεστι,v-sppana-,,امکان داری,ممکن است,امکان داری,,1: het is geoorloofd | het is mogelijk,toegeving,,
65,16,Leuven|0059-003|64|16,καὶ,18,AuxY,καί,b--------,,,,,,"1: en | ook, zelfs",,,
65,17,Leuven|0059-003|64|17,ἐκθρέψαι,18,SBJ_CO,ἐκτρέφω,v--ana---,,بار آوردن,پروراندن,پرورش,,"bring up from childhood, rear up",,,
65,18,Leuven|0059-003|64|18,καὶ,15,COORD,καί,b--------,,و,و,و,,"1: en | ook, zelfs",,,
65,19,Leuven|0059-003|64|19,ἐκπαιδεῦσαι,18,SBJ_CO,ἐκπαιδεύω,v--ana---,,تربیت کردن‌شان را,آموزاندن,آموزش‌شان را,,bring up from childhood,,,
65,20,Leuven|0059-003|64|20,οἰχήσῃ,6,ATR,οἴχομαι,v2sfim---,Mid4.,بروی ,رفته,بروی ,,1: weggaan; weggegaan zijn,,,
65,21,Leuven|0059-003|64|21,καταλιπών,20,OBJ,καταλείπω,v-sapamn-,,رهایشان کنی,ترک کنی,ترک‌شان کنی,,leave behind,,,
65,22,Leuven|0059-003|64|22,",",0,AuxX,",",u--------,,,,,,1: ,,,
65,23,Leuven|0059-003|64|23,καὶ,0,COORD,καί,b--------,,و,و,و,,"1: en | ook, zelfs",,,
65,24,Leuven|0059-003|64|24,τὸ,26,ATR,ὁ,l-s---nn-,,تا جایی که به تو مربوط می‌شود,از منظر ,تا جایی که به تو مربوط می‌شود,,1: ,,,
65,25,Leuven|0059-003|64|25,σὸν,26,ATR,σός,a-s---nn-,,تا جایی که به تو مربوط می‌شود,تو,تا جایی که به تو مربوط می‌شود,,1: jouw,,,
65,26,Leuven|0059-003|64|26,μέρος,29,SBJ,μέρος,n-s---nn-,,تا جایی که به تو مربوط می‌شود,از منظر ,تا جایی که به تو مربوط می‌شود,,"share, portion",betrekking,,
65,27,Leuven|0059-003|64|27,ὅτι,29,PNOM,ὅστις,p-s---nn-,,هر آنچه,آنچه که,هر آنچه,,"1: (veralgemenend) om het even wie, iedereen die | (indirect vragend) wie",,,
65,28,Leuven|0059-003|64|28,ἂν,29,AuxY,ἄν,d--------,,پیش آید,پیش آید,پیش آید,,1: ,,,
65,29,Leuven|0059-003|64|29,τύχωσι,30,ATR,τυγχάνω,v3pasa---,Subj7.,پیش آید,پیش آید,پیش آید,,"1: aantreffen, verkrijgen | (toevallig) zijn",,,
65,30,Leuven|0059-003|64|30,τοῦτο,31,OBJ,οὗτος,p-s---na-,Acc1.,همان,همان,متحمل خواهند شد,,1: die (daar),,,
65,31,Leuven|0059-003|64|31,πράξουσιν,23,PRED_CO,πράσσω,v3pfia---,,خواهند کرد,خواهند کرد,متحمل خواهند شد,,,,,
65,32,Leuven|0059-003|64|32,·,0,AuxK,·,u--------,,,,,,1: ,,,
66,1,Leuven|0059-003|65|1,τεύξονται,0,PRED,τυγχάνω,v3pfim---,Mid7.,خواهد رفت,پیش خواهد آمد,خواهد شد,,"1: aantreffen, verkrijgen | (toevallig) zijn",,,
66,2,Leuven|0059-003|65|2,δέ,1,AuxY,δέ,d--------,,و,و,و,,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",,,
66,3,Leuven|0059-003|65|3,",",0,AuxX,",",u--------,,,,,,1: ,,,
66,4,Leuven|0059-003|65|4,ὡς,1,AuxC,ὡς,c--------,,یحتمل,این‌طور که,احتمالا,,"1: zoals, zodra, omdat, opdat, zodat  | dat",,,
66,5,Leuven|0059-003|65|5,τὸ,6,ATR,ὁ,l-s---nn-,,یحتمل,می‌رسد,احتمالا,,1: ,,,
66,6,Leuven|0059-003|65|6,εἰκός,19,SBJ,ἔοικα,v-srpann-,,یحتمل,به نظر می‌رسد,احتمالا,,1: lijken | lijken (te),,,
66,7,Leuven|0059-003|65|7,",",0,AuxX,",",u--------,,,,,,1: ,,,
66,8,Leuven|0059-003|65|8,τοιούτων,1,OBJ,τοιοῦτος,p-p---ng-,,همان,آنی,همان,,"1: zulke, zo´n, van die aard",,,
66,9,Leuven|0059-003|65|9,οἷάπερ,10,SBJ,οἷος,p-p---nn-,,که,که,که,,1: (zo een)... als,,,
66,10,Leuven|0059-003|65|10,εἴωθεν,8,ATR,εἴωθα,v3sria---,,معمولا,معمول است,معمولا,,1: gewoon zijn,,,
66,11,Leuven|0059-003|65|11,γίγνεσθαι,10,OBJ,γίγνομαι,v--pne---,,می‌رود,رخ‌ دادنش,اتفاق می‌افتد,,"1: ontstaan, ter wereld komen | gebeuren, worden",,,
66,12,Leuven|0059-003|65|12,ἐν,11,AuxP,ἐν,r--------,,در,در,در,,"1: in, binnenin, temidden van",,,
66,13,Leuven|0059-003|65|13,ταῖς,14,ATR,ὁ,l-p---fd-,,,,,,1: ,,,
66,14,Leuven|0059-003|65|14,ὀρφανίαις,12,ADV,ὀρφανία,n-p---fd-,,یتیمی,یتیمی,یتیمی,,orphanhood,plaats,,
66,15,Leuven|0059-003|65|15,περὶ,11,AuxP,περί,r--------,,بر,برای,برای,,"1: aangaande, over; ομ | om...heen, omstreeks; met betrekking tot",,,
66,16,Leuven|0059-003|65|16,τοὺς,17,ATR,ὁ,l-p---ma-,,,,,,1: ,,,
66,17,Leuven|0059-003|65|17,ὀρφανούς,15,ADV,ὀρφανός,a-p---ma-,,یتیمان,یتیمان,یتیمان,,"orphan, without parents, fatherless",betrekking,,
66,18,Leuven|0059-003|65|18,.,0,AuxK,.,u--------,,,,,,1: ,,,
66,19,Leuven|0059-003|65|19,[0],4,ExD,,,,,,,,,,elliptic,0018e
67,1,Leuven|0059-003|66|1,ἢ,7,AuxY,ἤ,c--------,,یا,یا,یا,,1: zeker | werkelijk (partikel in een directe vraag),,,
67,2,Leuven|0059-003|66|2,γὰρ,4,AuxY,γάρ,d--------,,زیرا,چرا که,چرا که,,"1: want, immers, namelijk | (in levendige vragen) toch, dan?",,,
67,3,Leuven|0059-003|66|3,οὐ,5,AuxZ,οὐ,d--------,,نمی‌باید,نباید,نباید,,1: niet,,,
67,4,Leuven|0059-003|66|4,χρὴ,15,PRED_CO,χρή,v3spia---,,نمی‌باید,نباید,نباید,,1: het is nodig,,,
67,5,Leuven|0059-003|66|5,ποιεῖσθαι,7,SBJ_CO,ποιέω,v--pne---,,آورد,به‌دنیا‌ آوردن,آوردن,,"1: maken, doen, handelen | dichten | doen",,,
67,6,Leuven|0059-003|66|6,παῖδας,5,OBJ,παῖς,n-p---ca-,,فرزندانی,فرزندانی را,فرزندانی را,,1: kind | (jonge) slaaf,,,
67,7,Leuven|0059-003|66|7,ἢ,4,COORD,ἤ,c--------,,یا,یا,یا,,1: zeker | werkelijk (partikel in een directe vraag),,,
67,8,Leuven|0059-003|66|8,συνδιαταλαιπωρεῖν,7,SBJ_CO,συνδιαταλαιπωρέω,v--pna---,,در سختی همراهشان بود,در سختی‌ها در کنارشان ماندن,به جان خریدن,,endure hardship with or together,,,
